Content,Video title,Video publish time,Duration,Views,Watch time (hours),Subscribers,Estimated revenue (USD),Impressions,Impressions click-through rate (%)
P5fcgnaYIeQ,Time Domain Analysis with Matlab: Using the Linear System Analyzer,"Apr 17, 2019",2278,12092,938.1075,85,40.347,263749,2.45
JhwYe7kOJPI,The Flat Earth Equations of Motion,"Apr 18, 2022",6154,6969,1194.6574,24,39.7,111454,3.21
R8qeOBHKFFA,Comica CVM-WS50 Unboxing and Setup: A Wireless Lavalier Microphone for Smartphones,"Nov 3, 2018",974,3542,268.4365,10,39.617,49167,3.2
37CP43OogQI,Customizing ArduPlane Firmware: Obtaining and Setting Up the Codebase,"Apr 23, 2018",1975,20994,1597.6939,249,39.485,170015,6.22
YjvinBJUzIo,The DeWALT DCMW220X2C 20” Battery Powered Lawn Mower,"Mar 14, 2022",1396,4736,328.973,4,39.021,78638,2.71
4TGqICzM5XM,Using a Joystick to Interact with a Simulink Model,"May 24, 2020",882,16338,850.8118,121,38.1,212037,3.37
QexBVGVM690,The Jacobian Matrix,"Feb 5, 2024",2421,14396,1410.6334,397,37.934,216838,3.89
Mv6aUQkK59s,Manipulating Aerodynamic Coefficients,"Apr 21, 2020",1533,7826,597.3428,90,36.889,142615,3.17
09L3nhjNhjg,Getting Started with PinPoint APRS,"May 9, 2022",988,7668,653.8759,94,36.507,115328,3.12
aP5E3TH7DW0,"Insta360 ONE X Unboxing, Setup, and Getting Started","May 15, 2019",2849,3846,543.998,31,36.021,71825,2.24
Nt4Ab2YdiLA,Wind Tunnel Data Analysis and Testing Considerations,"Feb 2, 2021",6720,5237,652.7486,35,35.231,119452,1.89
PmbzzdrJIMU,Embedding vs Linking to Movies in PowerPoint,"Jan 6, 2018",886,2613,172.3105,33,35.218,20272,2.73
qcFdpBi5i38,Numerical Optimization Algorithms:  Gradient Descent,"Sep 27, 2021",2291,7850,793.6995,92,35.213,170735,2.33
i2fmaabIs5w,Introduction to Neural Networks,"May 30, 2023",4151,4494,469.4994,52,35.06,79780,2.46
ur7z_sOD3WI,DIY Rooftop Kayak Carrier,"Aug 31, 2020",639,5298,208.0606,13,34.878,92518,1.93
Xaju4l9KTE0,Gaussian/Normal Distributions,"Nov 26, 2019",5991,4567,495.8313,45,34.593,67117,1.89
5FLIqReiO_k,Mt. Pilchuck:  A Horrible Road to a Great Hike,"Nov 9, 2020",649,3806,259.6626,10,34.168,58030,3.22
o8a4d11g5Kw,Visualizing the State of a Simulink Aircraft Model Using X-Plane,"Jun 4, 2020",2014,12969,705.6297,110,34.049,121045,4.89
y_-4NSeGMY0,San Diego Zoo Safari Park: Balloon Safari,"Feb 24, 2020",287,5195,172.4112,6,33.964,79350,2.77
G2gxvRjQHxc,Numerically Calculating Partial Derivatives,"May 21, 2020",3595,4457,476.3711,30,31.87,54416,2.12
rx2vUzjuDc0,Solving Systems of Equations Using the Optimization Penalty Method,"May 10, 2020",2661,6110,537.1481,39,31.687,101837,2.8
35BTWpaihkI,Eigenvalues and Modes of Linear Systems,"Jan 31, 2022",3052,5682,449.3552,30,30.468,106900,1.78
PqaoKr1IlTg,Eigenvalues and Eigenvectors,"Aug 22, 2022",2920,4240,384.9307,23,28.582,65763,2.19
SrT2tPP2f84,Working with Graphics in Mathematica,"Apr 7, 2019",1184,11129,530.4771,56,28.278,95220,7.53
vcSS79f0nLQ,How To Install and Initialize an Internal Hard Drive,"Oct 25, 2021",516,3552,139.9974,8,27.99,58575,0.43
PLGezPQYMrs,Customizing ArduPlane Firmware: Building the Firmware,"May 1, 2018",1680,19508,1148.9851,158,26.782,112123,6.95
sEkeHetYkv8,Updating the License on a Perforce Server,"May 3, 2019",271,6540,225.8315,16,26.481,130462,2.38
HvamtJUSJjU,AT&T Sent Me a Free iPhone,"Nov 29, 2021",329,3929,94.8714,7,25.794,59798,4.68
g7yudBh517U,Switching Your Internet Service Provider (ISP): Going From DSL To Cable,"Apr 5, 2021",2398,1930,160.4602,2,25.285,60073,1.1
nA9sshveO7M,Kona Process 134,"Apr 4, 2022",2127,5146,374.6691,5,23.206,80527,4.22
yuT4Mg2NIQs,Introduction to Frequency Domain Analysis,"Apr 10, 2023",3801,8084,843.2985,95,23.192,151725,2.97
5kz3iA9lOi4,1300 Rounds Per Minute Easter Egg Gun,"Apr 21, 2019",733,11032,374.7547,21,23.172,75996,4.18
W30U_rcThLg,Discrete Fourier Transform,"Nov 6, 2023",4927,3659,518.6758,39,23.134,59981,2.96
Vc2t2U7S4OU,Getting Started With DashWare,"Jun 6, 2022",1428,7105,485.5595,25,22.771,65210,3.88
h9WCEvbu5JI,Adding and Deleting Users on a Perforce Server,"Jun 12, 2019",281,7560,256.9998,11,22.743,132932,2.69
wZkrU1lPObM,The Inverse Laplace Transform,"Oct 1, 2019",2916,2496,373.7681,6,22.345,66379,1.72
ulkzctTEGps,Replace a Ford Transit Hubcap,"Jan 16, 2023",170,3747,80.7419,9,22.176,50045,2.73
2wCVDliYrgg,Wheel Makes Clicking Sound Fixed: True Your Brake Rotor,"Jan 9, 2023",365,5040,126.1639,1,21.308,34634,1.62
DnP_F7bQ4Ks,Selectively Replacing Deck Boards,"Sep 26, 2022",215,2629,83.0801,0,21.204,34905,0.88
09fxpbnItQ8,Eagle Peak Trail in Mt. Rainier National Park,"Aug 16, 2021",1008,43263,424.8829,20,20.985,54896,1.08
haJVEtLN6-k,"Scalar  Functions, Vector Functions, and Vector Derivatives","Sep 25, 2023",1374,5905,398.1959,84,20.925,63191,4.12
HhuA_kWQaK0,Custom Matlab Initialization Using ‘startup.m’,"Mar 31, 2018",877,5565,324.6538,14,20.785,47749,5.17
V3iveC_fa04,Introduction to Root Locus,"Apr 24, 2023",964,7756,583.7854,107,20.256,157805,3.03
8nSjGkXMTyo,HX1 Arduino APRS Tracker,"Dec 19, 2022",1619,6110,401.8129,63,19.911,85923,2.84
t98ILS2YdrU,Nonhomogeneous Linear Ordinary Differential Equations,"Sep 28, 2020",4255,4869,482.5843,24,19.435,86234,2.43
yvDl80oaLdI,DIY Kitchen Pod and Water System for a Van or RV,"Mar 8, 2021",2824,2874,278.7244,22,19.35,69258,1.99
egnBTwjDnNM,DIY Drawers for a Van or Camper,"Jul 26, 2021",1380,2720,121.853,2,19.292,61723,1.02
FsLFZT44l48,Heat Transfer Demonstration,"Nov 12, 2018",398,7305,282.1291,36,19.27,102645,2.81
MpWa1yUrg9o,Constrained Optimization: Linear Programs,"Nov 8, 2021",3916,4430,499.1043,25,18.884,124151,1.88
NTV9anV-TxY,Getting Started with Fusion 360,"Dec 21, 2019",1310,4372,448.3303,48,18.873,87512,1.79
kbGal6xKLB4,Equations of Motion for a Planar Vehicle,"Apr 26, 2021",2630,5744,468.5462,37,18.853,108923,2.35
i1UbMfC3MQE,Sol Duc Campground and Lake Crescent,"Dec 21, 2020",899,2664,238.4508,10,18.688,59313,2.96
3Kox-3APznI,Homogeneous Linear Ordinary Differential Equations,"Sep 21, 2020",4463,4675,588.0429,39,18.511,79475,2.31
J8il5eB_VS8,"Finding Roots of a Polynomial Using Matlab, Mathematica, and a TI-83","Sep 18, 2019",642,4671,191.1862,25,17.848,78150,1.78
vlCdCAEtRag,Partial Fraction Expansion/Decomposition,"Oct 1, 2019",3575,2629,469.9532,9,17.675,63416,1.64
AY7OumkXgxs,Installing a Closet Rod in a Van for Additional Storage,"Dec 20, 2021",584,2264,71.832,11,17.482,44073,2.02
lGI2FXDq4XE,Using Check Boxes and Radio Buttons in Simulink Masked Blocks,"Jun 5, 2019",498,5017,186.5081,19,17.431,97730,1.52
PF_WTo-uLvg,DIY Knife Sharpness Tester,"Feb 19, 2024",525,2904,172.1354,17,17.425,41836,2.56
v_jFZ7FrXYc,Switching Van Configurations Between Bed and Passenger Seats,"Jan 17, 2022",625,2605,103.5182,12,17.257,74283,2.07
Sg64qVsOJYU,"Arduino Data Logging System with GPS, Temperature Sensors, and a MicroSD Card","Jul 4, 2022",1438,4597,234.817,39,17.028,79150,2.25
JW2t4NpFnaQ,The Summit at Snoqualmie Opening Day,"Dec 15, 2021",513,2563,105.515,1,16.786,70990,2.58
N5R8IZ0R3PI,Introduction to Matrices,"Sep 4, 2023",2272,2380,195.0377,35,16.37,38269,1.8
TULEFpfUmEQ,How to Repair the Durable Water Repellent (DWR) Finish on Your Rain Jacket,"Feb 12, 2024",835,1706,106.5372,6,16.029,26832,1.21
61xh6Y6eScU,Wireless Charging and NFC Payments With a Wallet Style Cell Phone Case,"May 31, 2021",521,1738,56.5242,0,15.588,46067,1.17
yfsSDynscEs,Fast Fourier Transform,"Nov 11, 2023",2902,3418,305.4247,36,15.191,59968,3.05
DsNJk1alsMQ,How to Install Static Pressure Taps on Removable Leading Edges,"Apr 4, 2018",696,3217,161.5858,8,15.041,29962,3
KMLlDWxgiGY,Using STICK to Install CHDK,"Mar 21, 2022",385,5850,238.8147,18,14.781,99865,3.03
AxgzzJposVo,"Elementary Row Operations, Row Echelon Form, and Reduced Row Echelon Form","Sep 11, 2023",3228,2364,234.936,17,14.472,36075,1.83
xqMdgXEFVaQ,Platypus GravityWorks 4.0L Water Filter System,"Aug 1, 2022",1916,1402,138.5031,5,14.266,39647,1.19
tfpLFQB-7sU,The Chain Rule,"Sep 9, 2024",2627,1484,106.5633,15,14.237,31273,2.75
Zm9mo_n2Z9M,2013 Nissan Leaf: Is a First Generation Electric Car Still Relevant?,"Jul 3, 2023",3660,1588,194.8665,8,13.979,33437,1.18
NXjio8N0Gp8,"Basic Probability:  Conditional Probability, Independent Events, and the Law of Total Probability","Nov 14, 2022",2966,1793,164.1947,13,13.954,45660,1.22
a_j4ULzq5BY,How to Pack a Bike in a Standard Suitcase,"Jul 31, 2023",1488,2270,89.6108,-1,13.947,28858,0.96
bKwfnulkt2U,Replace Microsoft Surface Pen Battery,"Nov 20, 2023",160,3088,49.9694,-1,13.767,23987,1.13
tYkIt16bggw,Importing Table Data Into Matlab Using ‘readtable’,"Mar 4, 2024",1819,3142,162.3178,21,13.597,45712,3.5
cpcoBOr7poo,Sahara Creek Horse Camp: Free Camping Near Mt. Rainier,"Aug 9, 2021",637,1504,91.0155,12,13.552,51417,1.41
e_guF0dwwA4,Introduction to the Matrix Exponential,"Aug 29, 2022",1883,4714,329.2567,40,13.545,94457,2.59
_zfQ8Bdnjxw,3D Printed Propane Bottle Holder,"Jun 13, 2020",204,1708,41.2094,2,13.464,58261,1.11
3KR1atmCuAo,Unboxing a Hansgrohe Lacuna Faucet,"Sep 20, 2021",210,1722,32.896,-2,13.381,57189,1.54
m46opXldvEA,Disassemble the Headset and Top Tube on an Electric Scooter (GoTrax Eclipse),"Jul 1, 2024",331,1452,31.7663,-1,13.369,19513,0.71
7GXbPYzW5JA,Fourier Series,"Oct 30, 2023",2893,3489,351.2224,29,12.928,51254,2.92
3vivg-rfF6Y,"Microsoft Surface Pro (2017), Accessories Bundle, and Extras Unboxing","Sep 6, 2018",1348,6967,423.1722,17,12.911,97306,5.41
7E9y3uAliNs,Numerical Optimization Algorithms:  Step Size Via Line Minimization,"Oct 18, 2021",2319,3956,397.0038,23,12.856,127734,1.51
XMkLNHUmTQM,Similarity Transformation of a Linear Dynamic System,"Dec 27, 2021",1939,4627,270.3318,19,12.829,137361,1.76
fJMZkE6UxiI,How to Remove the Brake Cable on an Electric Scooter,"Feb 26, 2024",197,2070,32.0302,2,12.625,22408,0.81
4gArEqo-MV4,Camper Van Utensil Drawer Organization,"Jun 23, 2020",265,2233,59.8029,4,12.295,60221,1.55
yf7ywxj7K20,Computing the Matrix Exponential Using the Laplace Method,"Sep 5, 2022",1048,3125,141.949,9,12.197,65311,2.24
80kqz8pMlUc,Probability Distribution Functions and Cumulative Distribution Functions,"Nov 21, 2022",2859,1152,108.3826,6,12.125,42207,1.15
gU2RVo85E1Q,Numerical Optimization Algorithms:  Constant and Diminishing Step Size,"Oct 11, 2021",1592,3681,289.1549,21,12.01,130631,1.44
TVcpC4kkqT4,Carry a Mountain Bike on a Motorcycle,"Jul 18, 2022",827,2716,66.3219,3,11.786,36610,1.08
fUVrmwyn5rE,Working with Gauges in DashWare,"Jun 13, 2022",2209,2270,197.5682,9,11.753,52861,1.75
42WBuhVJ7sA,Standing Waves Demonstration,"Nov 12, 2018",244,6254,178.3889,67,11.743,97734,2.89
FaZyUOdFTw4,Importing Custom Data Into DashWare: Working With Data Profiles,"Jun 20, 2022",3465,2197,210.957,17,11.662,48811,1.38
IWhGk5GSW9g,"Dosewallips Campground, Dose Forks Campground, and Lake Constance","Jul 25, 2022",1904,1205,116.4027,4,11.164,43171,1.57
wNu5bN7OlTo,Make Your Own Battery Cables By Crimping and Soldering Terminals Onto Bare Wire,"Nov 23, 2020",372,2011,84.0954,6,10.957,59159,0.79
p7PSZW9NhLU,Green’s Theorem: Relating Closed Line Integrals to Double Integrals,"Oct 17, 2022",1804,1803,115.1673,11,10.931,50863,1.33
XO8KvIoCNbE,Dimensionless Aerodynamic Coefficients,"Jan 22, 2024",1163,2420,163.7848,41,10.087,44387,2.92
SI8WQyDqek4,REI Flash Power Air Fleece Jacket,"Jun 5, 2023",532,1043,43.6301,-1,9.783,32782,1.3
a3_c4c9PYNg,Parameterizing Surfaces and Computing Surface Normal Vectors,"Oct 24, 2022",2485,1682,168.945,13,9.663,54853,1.46
i2QkjxtXKos,Analytically Solving Systems of Linear Ordinary Differential Equations,"Sep 19, 2022",4084,3044,260.8485,18,9.642,66941,1.78
y5rABxjF_o8,The Divergence Theorem,"Oct 14, 2024",1524,650,33.7902,2,9.184,24253,1.31
eIv8muz9Hsk,"Row/Column Space, Linear Independence, and Rank of a Matrix","Sep 18, 2023",2338,1670,181.947,12,9.129,36708,1.59
ObJyoRVWVzw,"I Tried to Ride a Motorcycle in the Snow, Here’s What I Learned","Mar 1, 2021",588,1760,73.6362,6,8.999,43980,1.33
hg-Xfn92KNE,GPS Denied Navigation for Unmanned Aerial Systems Using Aviation Transponders,"Aug 9, 2018",324,5205,173.6474,48,8.855,51508,4.58
Cwhuqdv4K0Y,DIY Van Rooftop Deck,"Feb 7, 2022",429,1658,42.1497,11,8.834,65638,1.23
FDK0bOmOjZo,"Translating Inputs, Outputs, and Initial Conditions Between Linear and Nonlinear Dynamic Systems","Feb 28, 2022",2063,3257,228.1631,16,8.6,111150,1.37
DAzn8d_A-ic,Linear Transformations and Linear Systems,"Mar 13, 2023",1681,1760,84.7925,6,8.561,43790,2.03
AOR2u3dwUNM,How to Wash and Dry a Down Jacket,"Jan 8, 2024",349,1974,59.3521,4,8.404,26517,1.75
SbM_ASHpzqM,The Binomial Distribution,"Nov 28, 2022",1221,909,54.785,1,8.378,38951,0.99
Vu8hbVsUkCM,Safely Lean Your Skis Against Your Car with DIY Ski Holders,"Feb 21, 2022",188,1224,23.7862,-4,7.917,59765,0.69
VgYB65AfjJE,How to Wash and Dry a Down Sleeping Bag,"Jul 29, 2024",341,1356,45.6301,-1,7.851,25669,2.98
C-yfMjxxsz0,Double Integrals,"Oct 10, 2022",2630,1636,139.5822,12,7.844,67697,0.9
93ZS6EsF1Cs,Installing an Unvented Range Hood for Cooking in a Van,"Jan 3, 2022",976,1227,47.0835,0,7.683,44835,0.97
obeu4B8mXuw,Gradient of a Function and the Directional Derivative,"Oct 23, 2023",1617,1528,140.0722,15,7.105,43723,1.63
mLa5SFW2mrI,Visualizing the State of a Simulink Aircraft Model Using FlightGear:  Installing Additional Aircraft,"Jul 19, 2021",1464,4014,134.8076,12,6.856,99778,2.05
NI70-AWnO4w,Direction Cosine Matrix from North East Down to East North Up,"Apr 4, 2024",993,1524,70.4415,6,6.838,39963,1.88
F53YY3mKJUc,Campark ACT74 Unboxing,"Dec 19, 2018",789,1100,81.5742,1,6.689,31885,1.45
4njHF4sOvn8,3D Printing Trim Pieces For My Van,"Mar 22, 2021",504,1017,38.5931,7,6.674,44683,0.94
PI1IgbLhRH8,Basic Git Operations and Workflow,"Apr 2, 2018",715,1299,68.5935,4,6.609,19988,2.59
Hkky3zcRILc,Setting up Git on Windows,"Apr 29, 2018",877,2912,146.436,20,6.541,28221,2.96
FXoyslOwV3o,Regression Using Numerical Optimization,"May 8, 2023",4890,2238,230.972,15,6.245,52427,2.12
j4NUUdmzGWA,How to Remove a Security Torx Bolt Without Special Tools,"Aug 13, 2024",211,1408,33.9833,2,6.218,21663,2.28
w4mIw3kSTVU,Fuel Leaking from Motorcycle – Solved!,"Jun 17, 2024",345,1378,39.2234,1,6.21,18193,0.85
PM6QSP_E82I,37 Minutes of Camera Footage from a High-Altitude Balloon,"Feb 13, 2023",2205,1219,33.7576,0,6.176,35367,1.71
0sIsoJYmVVM,Line Integrals,"Oct 1, 2024",2295,1304,94.5008,10,5.914,36455,1.92
34Xfij-7gcI,Surface Integrals of Scalar and Vector Fields/Functions,"Oct 31, 2022",1685,1421,87.3873,12,5.897,49662,1.37
CRMpFJ0yowo,An Engineer’s Home Office Makeover,"Jan 2, 2023",587,1697,73.3743,8,5.891,52893,2.21
OfiyY-ctwjQ,Venzo VZ-E02XR-009 Pedals: Look Delta and Shimano SPD Simultaneous Compatibility,"Nov 15, 2021",781,871,32.8077,0,5.825,43600,0.97
belZC9XGBtM,Computing the Matrix Exponential Using the Modal Method,"Sep 12, 2022",823,1649,78.5664,4,5.803,53356,1.56
a_Hhi7Ob91Y,15 Passenger Van to Camper Configuration,"Aug 20, 2024",855,767,34.7795,2,5.537,18451,2.22
wIePZCdCmqg,Brooks Ghost 14 Road-Running Shoes,"Feb 20, 2023",284,1145,32.6657,2,5.528,40379,1.59
UkM1h7-URo8,Demolish Concrete Using Only a Sledgehammer,"Jan 1, 2024",263,1576,31.0553,-3,5.283,28849,1.45
MPcfaNIREN0,Parameterizing Curves,"Oct 2, 2023",898,1557,96.0972,5,5.239,40062,2
PbhYlsQYb_w,DIY Mud Guard for $1,"Jul 10, 2023",267,1332,32.7833,-3,5.135,28034,0.6
40UUPvrHN-c,Stokes’ Theorem,"Oct 21, 2024",1393,1596,56.4465,33,4.991,38288,2.45
jd-0thQnddY,Triple Integrals (AKA Volume Integrals),"Nov 7, 2022",1640,859,63.4792,3,4.826,44826,0.95
NS2FI6vR3BY,The MNIST Database,"Dec 4, 2023",1227,1426,59.7988,0,4.791,28367,1.79
yvLvXGOODlw,Wiring Diagram and Installation of a Fuse Tap,"Aug 5, 2024",1572,2189,90.5278,22,4.717,66808,2.56
k-mli8-04RQ,Time to Double for a First and Second Order System,"Dec 17, 2023",2441,1220,68.9128,5,4.712,43376,1.6
QAAoRu_ZkKk,GoPro Time Lapse: Hiking at Lac d'Oo,"May 25, 2017",272,1156,17.0092,2,4.678,7572,3.7
eF0Zv-GPzH0,Planet Bike Superflash 65R Bike Tail Light,"Dec 11, 2023",446,618,19.2591,-2,4.606,22351,1.35
KOlVHPShCOk,"The Laplace Operator, Divergence, and Curl","Sep 16, 2024",1802,1255,83.6388,6,4.576,38783,1.83
RK3qdoLOcjI,Setting up Windows Subsystem for Linux,"Apr 28, 2018",590,2258,101.927,13,4.51,21350,1.78
BHHnoHx618o,How to Replace a Showerhead,"Jun 19, 2023",262,970,21.3198,2,4.398,31715,2.05
XvhmSJtFrdo,How to Replace a Kitchen Faucet,"Mar 28, 2022",1034,947,36.7842,3,4.331,66715,0.42
hv-ufFw0kps,REI Gauntlet GTX Gore-Tex Gloves & Mittens,"Jan 30, 2023",524,669,23.4454,3,4.277,36466,1.01
CrkAMiCAp5s,"Translating Between State Space, Transfer Function, and Ordinary Differential Equation Models","Apr 13, 2023",305,2034,47.8729,21,4.234,65043,1.79
HcvZpiq0X9E,Unboxing a Canon EOS RP Camera and Accessories Bundle,"Jun 14, 2021",896,780,36.1551,-3,4.156,41680,1.03
7zYJYaftPu8,"Potential Functions, Fundamental Theorem of Calculus Applied to Line Integrals, & Path Independence","Oct 8, 2024",2166,607,47.6619,0,3.513,20846,1.3
8RG7rdDEo1Y,Using Branches in Git,"Apr 10, 2018",1473,573,59.2277,3,3.429,16183,1.62
JGDaIzC0o0c,Summary of Vector Derivative Operations and Formulation in Cylindrical and Spherical Coordinates,"Sep 23, 2024",906,912,22.0567,9,3.428,37629,1.55
2sotoj0opPE,The Ira Spring Memorial Trail and Mason Lake,"May 10, 2021",945,557,33.1284,1,3.367,39820,0.7
uztz27o3HKI,Tubeless Tire Conversion: A Complete End-to-End Tutorial,"Aug 8, 2022",2130,550,42.1645,-3,3.345,42004,0.67
AlTYdT7kF38,Find the Radius of the Circle Inside the Triangle,"Apr 22, 2024",793,1267,59.9664,4,3.289,23304,1.69
NF71HPAB2W0,Default Arguments in Matlab Functions (varargin and nargin),"Jul 8, 2024",1054,868,39.8063,1,3.002,22165,1.87
n2bvoNsyhcE,REI Down Time 25 Sleeping Bag,"Jun 3, 2024",569,683,12.6367,-4,2.889,16757,0.81
Llc22x5O3L0,Overnight Bike Tour to Lake Crescent,"Aug 30, 2021",988,643,30.0829,-2,2.749,49274,0.69
XZt1YLVy6XU,AA516/AE512 Week02,"Apr 1, 2024",615,1152,23.1954,3,2.539,20419,3.33
FoiuvPkFppg,Arc Length (AKA Length of a Curve),"Oct 16, 2023",1540,1029,86.0674,5,2.466,35797,1.15
DKXyMSJc-iE,Solder Header Pins,"Dec 16, 2024",522,601,19.1551,0,2.419,14117,2.59
W-ML20X4YI0,Unboxing a MR Direct 2020 Sink,"Mar 15, 2021",465,520,13.5717,-1,2.381,42235,0.73
HH367um_Aho,Tangent to a Curve,"Oct 9, 2023",837,824,52.0873,6,2.334,33072,1.15
IkzttoZmoh4,The Argon ONE Case for Raspberry Pi 4,"Jul 13, 2020",516,886,34.6779,1,2.308,47042,0.75
I0wwM-kVMyg,AE501 Week09,"Nov 27, 2024",970,1038,20.8394,15,2.211,34642,1.65
oAlmZgWuX88,Farming XP in Final Fantasy IV Using an Arduino Nano,"Jun 27, 2022",645,942,24.6891,1,2.153,39116,1.12
ETvSrFo0dDM,Living Christmas Trees: a Smart Environmental and Economical Choice,"Nov 30, 2020",553,299,11.1463,-2,2.092,39975,0.37
QsRF81sBjOE,AE501 Week08,"Nov 20, 2024",739,688,17.2383,7,2.029,23282,1.87
ozYWfauKbFI,Blink 182 for Engineering Nerds,"Jun 27, 2023",136,1008,13.6236,4,2.023,32493,2.05
x6qkmxxMKEw,Commenting Code in Matlab and Simulink (Ways You Can Use ‘%’),"Jun 24, 2024",1790,801,38.5131,5,2.014,27599,1.22
yni03Q91hL0,Washing the Van for the First Time in 3 Years,"Oct 3, 2022",257,626,13.1544,1,2.005,35884,1.18
OotVyEMfi28,AE501 Week06,"Nov 6, 2024",766,942,20.756,0,1.947,29168,1.94
xXfOB5NkjIo,Aerial Footage of Atmospheric Conditions Caused by the 2020 Wildfires in the Pacific Northwest,"Sep 14, 2020",252,498,11.6988,0,1.854,42345,0.64
Z5sWyYpLbnQ,AA516/AE512 Week10,"May 29, 2024",588,639,11.2772,0,1.841,25157,1.59
BfQlm6vIMOQ,Fix a Flat Tire Using a Tire Plug Kit,"Dec 5, 2022",731,476,25.1237,-1,1.826,36944,0.78
JZNORkEnB5c,AA516/AE512 Week09,"May 22, 2024",1154,469,12.2129,3,1.805,22933,1.17
Q_P2q4h-yMA,A Day on the Farm: U-Pick Apples at Jones Creek Farm,"Aug 2, 2021",205,491,8.5201,-2,1.708,49958,0.54
5ROS2-4ShmI,Obtaining and Using the MatlabLum Repository,"Nov 27, 2023",820,706,20.8288,-2,1.69,30189,1.54
aDWz_hbNYzM,AA516/AE512 Week07,"May 8, 2024",902,577,15.0091,2,1.585,24905,1.32
 -FQzeD9gsS0,AA516/AE512 Week06,"Apr 29, 2024",986,602,15.2986,2,1.56,23194,1.52
DMQTOfQy6hk,"50k Subscribers, Thank You!","Apr 3, 2023",69,813,7.6442,5,1.547,31097,1.66
js0jPF_h0wM,AA516/AE512 Week05,"Apr 24, 2024",775,598,13.9877,0,1.526,22103,1.46
WDMTaNsgYVo,AA516/AE512 Week04,"Apr 15, 2024",550,593,9.8388,4,1.456,21815,1.51
olm35sEWEbY,The Best Unboxing Ever,"Dec 9, 2024",198,310,5.4355,3,1.454,8117,2.13
WZ3vs3oNzNU,Hillsound FreeStep6 Traction System,"Dec 26, 2022",838,484,18.4903,-3,1.38,40493,0.85
hoLYMYcsxWk,AE501 Week10,"Dec 4, 2024",1323,507,19.3422,2,1.279,29986,1.07
EGmKPpV6bXs,AA516/AE512 Week08,"May 15, 2024",653,416,9.4096,-4,1.264,21477,1.12
zL14nUmyhF8,MATLAB Error: All ‘cdata’ fields in FRAMES must be the same size – Solved!,"Nov 21, 2024",537,282,7.1057,0,1.261,11164,1.18
yQrGPz4eFL8,AE501 Week07,"Nov 13, 2024",734,641,17.4709,-4,1.228,21518,1.65
iaM-jMmAp6c,AA516/AE512 Week03,"Apr 8, 2024",541,631,11.1872,1,1.208,18900,1.94
Idwc2ZgU34s,"Measuring Temperature with a MAX31856, Thermocouple, and Arduino","Dec 23, 2024",873,668,16.563,10,1.15,31112,1.42
bJlryGNGDrw,MathWorks Free Stuff,"May 6, 2024",404,449,11.2471,1,0.926,19456,1.37
tk1sHdw5PWs,AA516/AE512 Week01,"Dec 30, 2024",775,365,7.7144,-1,0.904,16984,1.34
AEfPY_fXot4,GoPro on a Dog at the Polar Bear Swim,"Jan 4, 2018",97,340,4.8759,2,0.394,11760,1.77
nPvN8heTUkw,"File Infrastructure for Flight Tests (Planning, Archival, and Analysis)","Mar 10, 2018",1522,310,15.4244,1,0.31,15037,0.8
7psrIfzYH_E,Umm...is the ferry supposed to look like that?,"Apr 16, 2023",60,2361,25.3681,8,0.211,40839,2.38
DV3r8-2yxDc,"Gordes, France: a City on the Cliffs","Jul 25, 2023",36,1259,10.1224,1,0.108,46144,1.38
bNOWbosTmD8,Eco-friendly gardening using goats,"May 22, 2023",54,817,6.6995,1,0.068,43667,0.53
4JgtUf5ThqY,"Bit Shifting, Bit Masking, and Bit Manipulation",,2583,0,0,0,0.045,3972,0
xM9oryUZZEA,Gas Fireplace Won’t Turn On – Solved!,,613,0,0,0,0.023,3748,0
hRhgrF5GUGA,Standing and Laughing,,74,17,0.2969,0,0.001,0,
27Qw6bREwQc,Well Details,,325,2,0.0928,0,,0,
4KZ7v4FJb7M,Learning to Grab Things,,63,10,0.1641,0,,0,
BHMca5RdLUA,Grabbing Flowers,,109,11,0.3468,0,,0,
KaUpB2aCfZ8,Treehouse Consultation Video,,956,3,0.3566,0,,0,
NICbZ-0ydXA,Trying to Put a Spoon In Her Mouth,,97,16,0.2536,1,,0,
X2c9BJ2ZTSU,Wake Survey Repeatability Study,,34,5,0.0461,0,,12,0
XLzxpxwGDFo,Makeshift Toy/Musical Instrument,,43,1,0.0078,0,,0,
icFVvEjjHlk,Thanks for my rattle!,,171,9,0.392,0,,0,
qo2wda7eB8c,Do a barrel roll!,,63,2,0.0348,0,,0,
tMKleyIRY0A,Shed Project Details,,816,2,0.0375,0,,0,
xpwaJh0xbT8,Crawling Backwards,,108,3,0.0434,0,,0,
